source	interaction	target
AR	upregulates-expression	LMBR1
AR	upregulates-expression	LTBP4
AR	upregulates-expression	MACROD2
AR	upregulates-expression	MAP2
AR	upregulates-expression	MAPK10
AR	upregulates-expression	MICAL2
AR	upregulates-expression	MPZL1
AR	upregulates-expression	MTSS1
AR	upregulates-expression	NCALD
AR	upregulates-expression	NFIA
AR	upregulates-expression	NOL3
AR	upregulates-expression	NUMB
AR	upregulates-expression	PBX1
AR	upregulates-expression	PDZRN3
AR	upregulates-expression	PLAAT4
AR	upregulates-expression	PPARGC1A
AR	upregulates-expression	PPP2R2C
AR	upregulates-expression	PTK2B
AR	upregulates-expression	RBMS3
AR	upregulates-expression	RIN2
AR	upregulates-expression	SIPA1L1
AR	upregulates-expression	SIPA1L2
AR	upregulates-expression	SORBS2
AR	upregulates-expression	SOX6
AR	upregulates-expression	SPOCK1
AR	upregulates-expression	STARD13
AR	upregulates-expression	SUGCT
AR	upregulates-expression	TACC1
AR	upregulates-expression	TENM4
AR	upregulates-expression	TLN2
AR	upregulates-expression	TMSB10
AR	upregulates-expression	TNS3
AR	upregulates-expression	WWC2
AR	upregulates-expression	ZMYND8
AR	upregulates-expression	ZNF385B
ARID2	upregulates-expression	AGTPBP1
ARID2	upregulates-expression	ATXN7
ARID2	upregulates-expression	BAZ2A
ARID2	upregulates-expression	BBX
ARID2	upregulates-expression	CACUL1
ARID2	upregulates-expression	CDK17
ARID2	upregulates-expression	CHD2
ARID2	upregulates-expression	CHD9
ARID2	upregulates-expression	CPSF6
FOXA1	upregulates-expression	ARID2
ARID2	upregulates-expression	FOXJ3
FOXP1	upregulates-expression	ARID2
ARID2	upregulates-expression	HNRNPH1
ARID2	upregulates-expression	HNRNPL
ARID2	upregulates-expression	JMJD1C
ARID2	upregulates-expression	LRP6
ARID2	upregulates-expression	MAP4K5
ARID2	upregulates-expression	MLLT10
ARID2	upregulates-expression	MSI2
ARID2	upregulates-expression	NCOA2
ARID2	upregulates-expression	NFAT5
ARID2	upregulates-expression	PAWR
ARID2	upregulates-expression	RBPJ
ARID2	upregulates-expression	RCOR3
ARID2	upregulates-expression	SIAH1
ARID2	upregulates-expression	SOS1
ARID2	upregulates-expression	TIAL1
ARID2	upregulates-expression	TNPO1
ARID2	upregulates-expression	USP3
ARID2	upregulates-expression	WAC
ARID2	upregulates-expression	ZCCHC2
ARID2	upregulates-expression	ZNF131
ARID3A	upregulates-expression	ACKR2
ARID3A	upregulates-expression	BAZ2A
ARID3A	upregulates-expression	BCAT1
ARID3A	upregulates-expression	CCR7
ARID3A	upregulates-expression	CIC
ARID3A	upregulates-expression	CYTH1
ARID3A	upregulates-expression	DDIT4
ARID3A	upregulates-expression	DENND3
ARID3A	upregulates-expression	ERN1
ARID3A	upregulates-expression	FOXK1
ARID3A	upregulates-expression	GAB2
ARID3A	upregulates-expression	GRK6
ARID3A	upregulates-expression	KCNAB2
ARID3A	upregulates-expression	MKNK2
ARID3A	upregulates-expression	MNT
ARID3A	upregulates-expression	PLIN2
ARID3A	upregulates-expression	PTK2B
ARID3A	upregulates-expression	SEC14L1
ARID3A	upregulates-expression	ST3GAL1
ARID3A	upregulates-expression	STK10
ARID3A	upregulates-expression	TGIF1
ARID3A	upregulates-expression	ZBTB7B
ARID3A	upregulates-expression	ZC3H3
ARNT	upregulates-expression	AFF1
ARNT	upregulates-expression	ALDOA
ARNT	upregulates-expression	ANK3
ARNT	upregulates-expression	ARID1B
ARNT	upregulates-expression	ARID5B
ARNT	upregulates-expression	ASAP1
ARNT	upregulates-expression	CDH4
ARNT	upregulates-expression	CTNNA2
ARNT	upregulates-expression	DAAM1
ARNT	upregulates-expression	DOCK1
ARNT	upregulates-expression	DOCK4
ARNT	upregulates-expression	DST
ARNT	upregulates-expression	DYNC2H1
ARNT	upregulates-expression	EIF3H
ARNT	upregulates-expression	ENO1
ARNT	upregulates-expression	ERC1
ARNT	upregulates-expression	EXOC6B
ARNT	upregulates-expression	FNDC3B
ARNT	upregulates-expression	GLI3
ARNT	upregulates-expression	GTDC1
ARNT	upregulates-expression	IQSEC1
ARNT	upregulates-expression	LPP
ARNT	upregulates-expression	MACROD2
ARNT	upregulates-expression	MED13L
ARNT	upregulates-expression	MID1
ARNT	upregulates-expression	NBEA
ARNT	upregulates-expression	NFASC
ARNT	upregulates-expression	NFIA
ARNT	upregulates-expression	NLGN1
ARNT	upregulates-expression	PIP4K2A
ARNT	upregulates-expression	PTK2
ARNT	upregulates-expression	PTPRD
ARNT	upregulates-expression	PTPRR
ARNT	upregulates-expression	RBMS1
ARNT	upregulates-expression	RBMS3
ARNT	upregulates-expression	RBPJ
ARNT	upregulates-expression	RREB1
ARNT	upregulates-expression	SLC22A23
ARNT	upregulates-expression	SORL1
ARNT	upregulates-expression	SOX5
ARNT	upregulates-expression	SPAG9
ARNT	upregulates-expression	SPOCK1
ARNT	upregulates-expression	TBC1D5
ARNT	upregulates-expression	TCF12
ARNT	upregulates-expression	TCF4
ARNT	upregulates-expression	TENM2
ARNT	upregulates-expression	THSD7A
ARNT	upregulates-expression	TRIO
ARNT	upregulates-expression	TTLL5
ARNT	upregulates-expression	UVRAG
ARNT	upregulates-expression	VGLL4
ARNT	upregulates-expression	VPS13B
ARNT	upregulates-expression	VPS13D
ARNT	upregulates-expression	WSCD1
BMAL1	upregulates-expression	ACAP2
BMAL1	upregulates-expression	ACOXL
BMAL1	upregulates-expression	BBC3
BMAL1	upregulates-expression	CERK
BMAL1	upregulates-expression	GAS7
BMAL1	upregulates-expression	PI4KA
BMAL1	upregulates-expression	RPGR
BMAL1	upregulates-expression	SAMD4A
BMAL1	upregulates-expression	SEMA4D
BMAL1	upregulates-expression	VPS13D
ASCL1	upregulates-expression	ADCY5
ASCL1	upregulates-expression	ADGRG1
ASCL1	upregulates-expression	AGBL4
ASCL1	upregulates-expression	ANK1
ASCL1	upregulates-expression	ARHGEF10L
ASCL1	upregulates-expression	ATP11A
ASCL1	upregulates-expression	BAHCC1
ASCL1	upregulates-expression	CCDC57
ASCL1	upregulates-expression	CCDC88B
ASCL1	upregulates-expression	CCDC88C
ASCL1	upregulates-expression	CCNY
ASCL1	upregulates-expression	CPLX2
ASCL1	upregulates-expression	DLGAP4
ASCL1	upregulates-expression	FAM13A
ASCL1	upregulates-expression	FARP1
ASCL1	upregulates-expression	FHL2
ASCL1	upregulates-expression	GOLM1
ASCL1	upregulates-expression	HPCAL1
ASCL1	upregulates-expression	IQSEC1
ASCL1	upregulates-expression	KALRN
ASCL1	upregulates-expression	LFNG
ASCL1	upregulates-expression	LGR6
ASCL1	upregulates-expression	MPRIP
ASCL1	upregulates-expression	MYO7A
ASCL1	upregulates-expression	NCOR2
ASCL1	upregulates-expression	NIBAN2
ASCL1	upregulates-expression	NOL4L
ASCL1	upregulates-expression	PGS1
ASCL1	upregulates-expression	PKP1
ASCL1	upregulates-expression	PLA2G6
ASCL1	upregulates-expression	PLXNA2
ASCL1	upregulates-expression	PPM1H
ASCL1	upregulates-expression	PTPRD
ASCL1	upregulates-expression	PTPRT
ASCL1	upregulates-expression	RBFOX3
ASCL1	upregulates-expression	ARK2C
ASCL1	upregulates-expression	RUNX1
ASCL1	upregulates-expression	SMPD3
ASCL1	upregulates-expression	SPOCK1
ASCL1	upregulates-expression	ST18
ASCL1	upregulates-expression	TACC2
ASCL1	upregulates-expression	TCF20
ASCL1	upregulates-expression	TIAM1
ASCL1	upregulates-expression	TLE5
ASCL1	upregulates-expression	TMEM132D
ASCL1	upregulates-expression	TMEM163
ASCL1	upregulates-expression	TNR
ASCL1	upregulates-expression	TP73
ASCL1	upregulates-expression	TRIO
ASCL1	upregulates-expression	VAV2
ASCL1	upregulates-expression	WSCD1
ASCL1	upregulates-expression	ZDHHC14
ATF1	upregulates-expression	ACOX3
ATF1	upregulates-expression	ANKRD11
ATF1	upregulates-expression	AP2B1
ATF1	upregulates-expression	APEX1
ATF1	upregulates-expression	APLF
ATF1	upregulates-expression	ARG2
ATF1	upregulates-expression	ATG5
ATF1	upregulates-expression	BCR
ATF1	upregulates-expression	BIN3
ATF1	upregulates-expression	BRD4
ATF1	upregulates-expression	CDC14B
ATF1	upregulates-expression	CMIP
ATF1	upregulates-expression	CREB3L2
ATF1	upregulates-expression	DSTYK
ATF1	upregulates-expression	ESYT2
ATF1	upregulates-expression	FAAP20
ATF1	upregulates-expression	PABIR3
ATF1	upregulates-expression	FMC1
ATF1	upregulates-expression	FOSB
ATF1	upregulates-expression	FSCN1
ATF1	upregulates-expression	FYN
ATF1	upregulates-expression	GNL1
ATF1	upregulates-expression	HBS1L
ATF1	upregulates-expression	HDGF
ATF1	upregulates-expression	IGF1
ATF1	upregulates-expression	ING3
ATF1	upregulates-expression	ISG20L2
ATF1	upregulates-expression	KRBA1
ATF1	upregulates-expression	LUC7L2
ATF1	upregulates-expression	MCF2L
ATF1	upregulates-expression	MLXIP
ATF1	upregulates-expression	MSI2
ATF1	upregulates-expression	MTHFR
ATF1	upregulates-expression	MVK
ATF1	upregulates-expression	MYH10
ATF1	upregulates-expression	NDUFV3
ATF1	upregulates-expression	NSD2
ATF1	upregulates-expression	NTRK3
ATF1	upregulates-expression	OSBPL9
ATF1	upregulates-expression	PDXK
ATF1	upregulates-expression	PER1
ATF1	upregulates-expression	PRR3
ATF1	upregulates-expression	PSME3
ATF1	upregulates-expression	R3HDM2
ATF1	upregulates-expression	RAB11B
ATF1	upregulates-expression	RCE1
ATF1	upregulates-expression	RREB1
ATF1	upregulates-expression	SECISBP2
ATF1	upregulates-expression	SIRT2
ATF1	upregulates-expression	SLC25A25
ATF1	upregulates-expression	SLC25A37
ATF1	upregulates-expression	SND1
ATF1	upregulates-expression	SNX5
ATF1	upregulates-expression	ST7
ATF1	upregulates-expression	THADA
ATF1	upregulates-expression	TRAK1
ATF1	upregulates-expression	TSC22D2
ATF1	upregulates-expression	UBC
ATF1	upregulates-expression	UBE2H
ATF1	upregulates-expression	VASP
ATF1	upregulates-expression	ZC3H4
ATF1	upregulates-expression	ZDHHC7
ATF1	upregulates-expression	ZZEF1
ATF2	upregulates-expression	ARID1A
ATF2	upregulates-expression	AZIN1
ATF2	upregulates-expression	CDK14
ATF2	upregulates-expression	DMTF1
ATF2	upregulates-expression	FNDC3B
ATF2	upregulates-expression	FOXP1
ATF2	upregulates-expression	GNAS
ATF2	upregulates-expression	GNG2
ATF2	upregulates-expression	GTDC1
ATF2	upregulates-expression	HMGB1
ATF2	upregulates-expression	KIAA1217
ATF2	upregulates-expression	LYST
ATF2	upregulates-expression	MBNL1
ATF2	upregulates-expression	MSI2
ATF2	upregulates-expression	NCOA7
ATF2	upregulates-expression	NUMB
ATF2	upregulates-expression	OXR1
ATF2	upregulates-expression	PSIP1
ATF2	upregulates-expression	PTK2
ATF2	upregulates-expression	RAB12
ATF2	upregulates-expression	RABGAP1L
ATF2	upregulates-expression	RBPJ
ATF2	upregulates-expression	RPS29
ATF2	upregulates-expression	SGMS1
ATF2	upregulates-expression	SLC39A10
ATF2	upregulates-expression	SND1
ATF2	upregulates-expression	STAT1
ATF2	upregulates-expression	TBL1XR1
ATF2	upregulates-expression	TCF12
ATF2	upregulates-expression	TCF4
ATF2	upregulates-expression	TEAD1
ATF2	upregulates-expression	TERF1
ATF2	upregulates-expression	THADA
ATF2	upregulates-expression	UBC
ATF2	upregulates-expression	UBE2E1
ATF2	upregulates-expression	UBE2H
ATF2	upregulates-expression	USP9X
ATF2	upregulates-expression	ZBTB38
ATF2	upregulates-expression	ZCCHC7
ATF2	upregulates-expression	ZNF462
ATF3	upregulates-expression	AKAP13
ATF3	upregulates-expression	ANXA1
ATF3	upregulates-expression	BHLHE40
ATF3	upregulates-expression	COA7
ATF3	upregulates-expression	CREB5
ATF3	upregulates-expression	CYRIB
ATF3	upregulates-expression	ETS2
ATF3	upregulates-expression	GLIS3
ATF3	upregulates-expression	GNA12
ATF3	upregulates-expression	KDM4C
ATF3	upregulates-expression	KDM6B
ATF3	upregulates-expression	MAPKAP1
ATF3	upregulates-expression	MAPRE2
ATF3	upregulates-expression	MED15
ATF3	upregulates-expression	MIDEAS
ATF3	upregulates-expression	MYO18A
ATF3	upregulates-expression	NFIA
ATF3	upregulates-expression	PCBP1
ATF3	upregulates-expression	PDE4B
ATF3	upregulates-expression	PER1
ATF3	upregulates-expression	PRPF31
ATF3	upregulates-expression	PTP4A1
ATF3	upregulates-expression	RAD9A
ATF3	upregulates-expression	RCAN1
ATF3	upregulates-expression	RUNX1
ATF3	upregulates-expression	SMOX
ATF3	upregulates-expression	SND1
ATF3	upregulates-expression	SPAG9
ATF3	upregulates-expression	SPRED2
ATF3	upregulates-expression	SREBF1
ATF3	upregulates-expression	SYTL2
ATF3	upregulates-expression	TOM1L2
ATF3	upregulates-expression	TRIB1
ATF3	upregulates-expression	TSC22D2
ATF3	upregulates-expression	UBC
ATF3	upregulates-expression	VGLL4
ATF3	upregulates-expression	VMP1
ATF3	upregulates-expression	ZBTB20
ATF3	upregulates-expression	ZFP36L1
ATF4	upregulates-expression	ABCG1
ATF4	upregulates-expression	ADM2
ATF4	upregulates-expression	ALDH2
ATF4	upregulates-expression	ALG13
ATF4	upregulates-expression	ANGPTL8
ATF4	upregulates-expression	ANK2
ATF4	upregulates-expression	ANP32B
ATF4	upregulates-expression	APLF
ATF4	upregulates-expression	BTF3L4
ATF4	upregulates-expression	C5
ATF4	upregulates-expression	CBX4
ATF4	upregulates-expression	CC2D2A
ATF4	upregulates-expression	CCDC9
ATF4	upregulates-expression	CHN2
ATF4	upregulates-expression	CLPB
ATF4	upregulates-expression	CNOT1
ATF4	upregulates-expression	CSTA
ATF4	upregulates-expression	DDX19B
ATF4	upregulates-expression	EIF1
ATF4	upregulates-expression	EIF2S2
ATF4	upregulates-expression	EIF2S3
ATF4	upregulates-expression	EIF4G3
ATF4	upregulates-expression	EPS15
ATF4	upregulates-expression	ETFDH
ATF4	upregulates-expression	FGG
ATF4	upregulates-expression	FUT1
ATF4	upregulates-expression	GHITM
ATF4	upregulates-expression	GOT1
ATF4	upregulates-expression	GPAM
ATF4	upregulates-expression	GZF1
ATF4	upregulates-expression	HDLBP
ATF4	upregulates-expression	HERPUD1
ATF4	upregulates-expression	HSPB6
ATF4	upregulates-expression	INPP5B
ATF4	upregulates-expression	JDP2
ATF4	upregulates-expression	LARP1
ATF4	upregulates-expression	LRIF1
ATF4	upregulates-expression	MFAP4
ATF4	upregulates-expression	MRPL33
ATF4	upregulates-expression	MRPS15
ATF4	upregulates-expression	NCOA7
ATF4	upregulates-expression	NOX3
ATF4	upregulates-expression	P4HB
ATF4	upregulates-expression	PDAP1
ATF4	upregulates-expression	PHGDH
ATF4	upregulates-expression	PLEKHH3
ATF4	upregulates-expression	PPP1R15B
ATF4	upregulates-expression	PROSER2
ATF4	upregulates-expression	PYCR1
ATF4	upregulates-expression	RAB37
ATF4	upregulates-expression	RGS3
ATF4	upregulates-expression	RTP3
ATF4	upregulates-expression	S100PBP
ATF4	upregulates-expression	SARS1
ATF4	upregulates-expression	SECISBP2
ATF4	upregulates-expression	SIAH1
ATF4	upregulates-expression	SLC1A5
ATF4	upregulates-expression	SLC38A1
ATF4	upregulates-expression	SLC3A2
ATF4	upregulates-expression	SLC44A3
ATF4	upregulates-expression	SLC6A9
ATF4	upregulates-expression	WHR1
ATF4	upregulates-expression	STS
ATF4	upregulates-expression	SYBU
ATF4	upregulates-expression	TBL1X
ATF4	upregulates-expression	TMEM114
ATF4	upregulates-expression	TMEM150B
ATF4	upregulates-expression	TMEM268
ATF4	upregulates-expression	TMPRSS3
ATF4	upregulates-expression	TSEN15
ATF4	upregulates-expression	TSPAN1
ATF4	upregulates-expression	TTLL4
ATF4	upregulates-expression	UBB
ATF4	upregulates-expression	ULBP1
ATF4	upregulates-expression	VLDLR
ATF4	upregulates-expression	VPS45
ATF4	upregulates-expression	WARS1
ATF4	upregulates-expression	XPOT
ATF4	upregulates-expression	YARS1
ATF4	upregulates-expression	ZBED3
ATF4	upregulates-expression	ZNF460
ATF7	upregulates-expression	ARID1A
ATF7	upregulates-expression	ARID1B
ATF7	upregulates-expression	CMIP
ATF7	upregulates-expression	CREB3L2
ATF7	upregulates-expression	CREBBP
ATF7	upregulates-expression	DEPDC5
ATF7	upregulates-expression	DST
ATF7	upregulates-expression	EML2
ATF7	upregulates-expression	EXOC4
ATF7	upregulates-expression	FAAP20
ATF7	upregulates-expression	PABIR3
ATF7	upregulates-expression	IGF1
ATF7	upregulates-expression	KANSL1
ATF7	upregulates-expression	KDM4C
ATF7	upregulates-expression	KPNA6
ATF7	upregulates-expression	MOV10L1
ATF7	upregulates-expression	MSI2
ATF7	upregulates-expression	NFIA
ATF7	upregulates-expression	PHF21A
ATF7	upregulates-expression	PTPRS
ATF7	upregulates-expression	SND1
ATF7	upregulates-expression	TCF12
ATF7	upregulates-expression	TEAD1
ATF7	upregulates-expression	TNRC6B
ATF7	upregulates-expression	TP53BP1
ATF7	upregulates-expression	UBE2H
ATF7	upregulates-expression	XPO7
ATF7	upregulates-expression	ZFP36L1
BACH1	upregulates-expression	ACAP2
BACH1	upregulates-expression	ACAP3
BACH1	upregulates-expression	AHCYL1
BACH1	upregulates-expression	ASXL1
BACH1	upregulates-expression	ATP6V0A1
BACH1	upregulates-expression	BCAT2
BACH1	upregulates-expression	CDYL
BACH1	upregulates-expression	CHSY1
BACH1	upregulates-expression	CLIP1
BACH1	upregulates-expression	CORO1C
BACH1	upregulates-expression	DST
BACH1	upregulates-expression	EGLN3
BACH1	upregulates-expression	EPB41L1
BACH1	upregulates-expression	FHAD1
BACH1	upregulates-expression	FNDC3B
BACH1	upregulates-expression	GABARAPL1
BACH1	upregulates-expression	GADD45A
BACH1	upregulates-expression	GATAD2A
BACH1	upregulates-expression	HMGA1
BACH1	upregulates-expression	HTATIP2
BACH1	upregulates-expression	KDM2A
BACH1	upregulates-expression	KLHL21
BACH1	upregulates-expression	LHFPL2
BACH1	upregulates-expression	LRP1B
BACH1	upregulates-expression	MAPK6
BACH1	upregulates-expression	MAPRE3
BACH1	upregulates-expression	MIDEAS
BACH1	upregulates-expression	MIDN
BACH1	upregulates-expression	NDUFAF4
BACH1	upregulates-expression	NRDC
BACH1	upregulates-expression	PIEZO1
BACH1	upregulates-expression	PRR5
BACH1	upregulates-expression	RASSF2
BACH1	upregulates-expression	RGS3
BACH1	upregulates-expression	RNF24
BACH1	upregulates-expression	RUNX1
BACH1	upregulates-expression	SH2D6
BACH1	upregulates-expression	SH3BP5
BACH1	upregulates-expression	SH3TC1
BACH1	upregulates-expression	SMYD3
BACH1	upregulates-expression	SOD2
BACH1	upregulates-expression	TALDO1
BACH1	upregulates-expression	TANC1
BACH1	upregulates-expression	TDRD7
BACH1	upregulates-expression	TEX19
BACH1	upregulates-expression	TMEM37
BACH1	upregulates-expression	UBC
BACH1	upregulates-expression	UNKL
BACH1	upregulates-expression	VMP1
BACH1	upregulates-expression	VOPP1
BACH1	upregulates-expression	ZBTB20
BACH1	upregulates-expression	ZMIZ1
BACH1	upregulates-expression	ZNF217
BACH1	upregulates-expression	ZNF3
BACH1	upregulates-expression	ZSCAN31
BACH2	upregulates-expression	AP1B1
BACH2	upregulates-expression	ARHGEF3
BACH2	upregulates-expression	COQ8B
BACH2	upregulates-expression	DAAM1
BACH2	upregulates-expression	EGLN3
BACH2	upregulates-expression	EPS15L1
BACH2	upregulates-expression	ERCC1
BACH2	upregulates-expression	ETS1
BACH2	upregulates-expression	FOXO3
BACH2	upregulates-expression	FOXP1
BACH2	upregulates-expression	GSTP1
BACH2	upregulates-expression	HIVEP2
BACH2	upregulates-expression	IFRD1
BACH2	upregulates-expression	ITPKB
BACH2	upregulates-expression	JMJD1C
BACH2	upregulates-expression	KCTD20
BACH2	upregulates-expression	KLHL21
BACH2	upregulates-expression	LBR
BACH2	upregulates-expression	LRRK2
BACH2	upregulates-expression	MAFG
BACH2	upregulates-expression	MGAT5
BACH2	upregulates-expression	MYBPC1
BACH2	upregulates-expression	OSBPL10
BACH2	upregulates-expression	PLXND1
BACH2	upregulates-expression	PRDM10
BACH2	upregulates-expression	PRDM2
BACH2	upregulates-expression	PSAP
BACH2	upregulates-expression	PURB
BACH2	upregulates-expression	RASAL3
BACH2	upregulates-expression	RASSF2
BACH2	upregulates-expression	RFFL
BACH2	upregulates-expression	RGS3
BACH2	upregulates-expression	RP1
BACH2	upregulates-expression	SEMA4D
BACH2	upregulates-expression	SIAH2
BACH2	upregulates-expression	SLC16A6
BACH2	upregulates-expression	SLC6A6
BACH2	upregulates-expression	SLC7A7
BACH2	upregulates-expression	SNX25
BACH2	upregulates-expression	SQSTM1
BACH2	upregulates-expression	SWAP70
BACH2	upregulates-expression	TBK1
BACH2	upregulates-expression	TCF4
BACH2	upregulates-expression	TEX19
BACH2	upregulates-expression	TMSB4X
BACH2	upregulates-expression	TNFSF9
BACH2	upregulates-expression	TUBA4A
BACH2	upregulates-expression	TXLNB
BACH2	upregulates-expression	ZHX2
BATF	upregulates-expression	APBB1IP
BATF	upregulates-expression	ARHGAP25
BATF	upregulates-expression	CACNB4
BATF	upregulates-expression	CCR7
BATF	upregulates-expression	CTSC
BATF	upregulates-expression	CYRIB
BATF	upregulates-expression	DENND1A
BATF	upregulates-expression	DMD
BATF	upregulates-expression	DOCK2
BATF	upregulates-expression	ELF1
BATF	upregulates-expression	FGGY
BATF	upregulates-expression	GSAP
BATF	upregulates-expression	IER5
BATF	upregulates-expression	IKZF1
BATF	upregulates-expression	IKZF3
BATF	upregulates-expression	IL1R1
BATF	upregulates-expression	IL1R2
BATF	upregulates-expression	KCNMA1
BATF	upregulates-expression	LAMC1
BATF	upregulates-expression	LAPTM5
BATF	upregulates-expression	MAP3K5
BATF	upregulates-expression	NABP1
BATF	upregulates-expression	NCOA1
BATF	upregulates-expression	NEK6
NFKB1	upregulates-expression	BATF
BATF	upregulates-expression	NFKB1
BATF	upregulates-expression	NRCAM
BATF	upregulates-expression	PIK3AP1
BATF	upregulates-expression	PIK3R5
BATF	upregulates-expression	PITPNC1
BATF	upregulates-expression	PRKCB
BATF	upregulates-expression	PRKCH
BATF	upregulates-expression	PTPN2
BATF	upregulates-expression	RABGAP1L
BATF	upregulates-expression	RAPGEF1
BATF	upregulates-expression	RBM47
BATF	upregulates-expression	RHOH
BATF	upregulates-expression	RIN3
BATF	upregulates-expression	RIPOR2
BATF	upregulates-expression	RUNX1
BATF	upregulates-expression	SAMSN1
BATF	upregulates-expression	SLAMF1
BATF	upregulates-expression	ST3GAL1
BATF	upregulates-expression	ST6GAL1
BATF	upregulates-expression	ST7
BATF	upregulates-expression	STK10
BATF	upregulates-expression	TBXAS1
BATF	upregulates-expression	TRIM2
BATF	upregulates-expression	VOPP1
BCL11A	upregulates-expression	AMPD3
BCL11A	upregulates-expression	CACNA1E
BCL11A	upregulates-expression	CCDC88C
BCL11A	upregulates-expression	CDYL
BCL11A	upregulates-expression	CNTNAP2
BCL11A	upregulates-expression	DTNB
BCL11A	upregulates-expression	ELMO1
BCL11A	upregulates-expression	EPHB1
ETS1	upregulates-expression	BCL11A
BCL11A	upregulates-expression	ETV6
BCL11A	upregulates-expression	GDI2
BCL11A	upregulates-expression	GPR15
BCL11A	upregulates-expression	IGF1R
BCL11A	upregulates-expression	JARID2
BCL11A	upregulates-expression	KDM2B
BCL11A	upregulates-expression	KLHL6
BCL11A	upregulates-expression	LCP1
BCL11A	upregulates-expression	MAP3K8
BCL11A	upregulates-expression	NFIC
BCL11A	upregulates-expression	OBSCN
BCL11A	upregulates-expression	PARP15
PAX5	upregulates-expression	BCL11A
BCL11A	upregulates-expression	PAX5
BCL11A	upregulates-expression	PDE1C
BCL11A	upregulates-expression	PIK3AP1
BCL11A	upregulates-expression	PPP2R5C
BCL11A	upregulates-expression	PRKCB
RUNX3	upregulates-expression	BCL11A
BCL11A	upregulates-expression	RUNX3
BCL11A	upregulates-expression	SLC12A8
BCL11A	upregulates-expression	SORL1
BCL11A	upregulates-expression	SP140
BCL11A	upregulates-expression	SYNE2
BCL11A	upregulates-expression	TBC1D4
BCL11A	upregulates-expression	TLE4
BCL11A	upregulates-expression	TRAK1
BCL11A	upregulates-expression	ZMIZ1
BCL11A	upregulates-expression	ZMYND8
BCL11A	upregulates-expression	ZNF365
BCL6	upregulates-expression	AHRR
BCL6	upregulates-expression	ANK3
BCL6	upregulates-expression	ARHGAP26
BCL6	upregulates-expression	ARID5B
BCL6	upregulates-expression	BRD4
BCL6	upregulates-expression	CABIN1
BCL6	upregulates-expression	CBFA2T3
BCL6	upregulates-expression	CCND3
BCL6	upregulates-expression	CFLAR
BCL6	upregulates-expression	DENND3
BCL6	upregulates-expression	DUSP22
BCL6	upregulates-expression	EIPR1
FOXO1	upregulates-expression	BCL6
BCL6	upregulates-expression	GFOD1
BCL6	upregulates-expression	GMDS
BCL6	upregulates-expression	GPCPD1
BCL6	upregulates-expression	HDAC4
BCL6	upregulates-expression	IL4R
BCL6	upregulates-expression	JADE1
BCL6	upregulates-expression	LDLR
BCL6	upregulates-expression	LPP
BCL6	upregulates-expression	MAP3K8
BCL6	upregulates-expression	MAPKAPK3
BCL6	upregulates-expression	NCOA7
BCL6	upregulates-expression	OSBPL10
BCL6	upregulates-expression	PLCG2
BCL6	upregulates-expression	RHOQ
BCL6	upregulates-expression	RNF213
BCL6	upregulates-expression	SEMA4B
BCL6	upregulates-expression	SLA
BCL6	upregulates-expression	ST3GAL1
BCL6	upregulates-expression	SYNE2
BCL6	upregulates-expression	SYPL1
BCL6	upregulates-expression	TCF3
BCL6	upregulates-expression	TLE3
BCL6	upregulates-expression	TNK2
BCL6	upregulates-expression	TNS3
BCL6	upregulates-expression	TPM4
BCL6	upregulates-expression	UBALD2
BCL6	upregulates-expression	UMODL1
BCL6	upregulates-expression	ZFAT
BHLHE22	upregulates-expression	ADAM33
BHLHE22	upregulates-expression	ADGRA2
BHLHE22	upregulates-expression	AEBP1
BHLHE22	upregulates-expression	ALDH1A2
BHLHE22	upregulates-expression	AP3D1
BHLHE22	upregulates-expression	ARSB
BHLHE22	upregulates-expression	BAZ2A
BHLHE22	upregulates-expression	CDYL
BHLHE22	upregulates-expression	ELF4
BHLHE22	upregulates-expression	GAS7
BHLHE22	upregulates-expression	IGF1R
BHLHE22	upregulates-expression	KCNN3
BHLHE22	upregulates-expression	LSP1
BHLHE22	upregulates-expression	MYLK
BHLHE22	upregulates-expression	PACS1
BHLHE22	upregulates-expression	PCDHGC3
BHLHE22	upregulates-expression	PLCL2
BHLHE22	upregulates-expression	PTPRJ
BHLHE22	upregulates-expression	SH3KBP1
BHLHE22	upregulates-expression	SPON2
BHLHE22	upregulates-expression	SYNE2
BHLHE40	upregulates-expression	ABCC1
BHLHE40	upregulates-expression	ACAP3
BHLHE40	upregulates-expression	ACTB
BHLHE40	upregulates-expression	ANKRD11
BHLHE40	upregulates-expression	ARHGEF3
BHLHE40	upregulates-expression	BCL3
BHLHE40	upregulates-expression	BCOR
BHLHE40	upregulates-expression	CCDC57
BHLHE40	upregulates-expression	CD83
BHLHE40	upregulates-expression	CDKN1A
BHLHE40	upregulates-expression	CREB5
BHLHE40	upregulates-expression	CSK
BHLHE40	upregulates-expression	CTTN
BHLHE40	upregulates-expression	CUX1
BHLHE40	upregulates-expression	DLGAP1
BHLHE40	upregulates-expression	EGLN3
BHLHE40	upregulates-expression	FKBP5
BHLHE40	upregulates-expression	FLNB
BHLHE40	upregulates-expression	GDF15
BHLHE40	upregulates-expression	GFOD1
BHLHE40	upregulates-expression	GNA12
BHLHE40	upregulates-expression	HES1
BHLHE40	upregulates-expression	ID2
BHLHE40	upregulates-expression	IRF2BP2
BHLHE40	upregulates-expression	JMJD1C
